preco,tipo,area,quartos,bairro,preco_por_area
850,Apartamento,60,2,taguatinga,14.166666666666666
850,Apartamento,60,2,ceilandia,14.166666666666666
2300,Apartamento,90,2,octogonal,25.555555555555557
1600,Apartamento,60,2,aguas claras,26.666666666666668
1000,Apartamento,53,2,guara i,18.867924528301888
1200,Apartamento,1,2,samambaia,1200.0
730,Apartamento,50,2,riacho fundo,14.6
1600,Casa,80,2,riacho fundo,20.0
2700,Apartamento,80,2,asa norte,33.75
1100,Apartamento,50,2,guara i,22.0
800,Apartamento,45,2,guara ii,17.77777777777778
550,Apartamento,47,2,nucleo bandeirante,11.702127659574469
1000,Apartamento,60,2,nucleo bandeirante,16.666666666666668
1400,Casa,200,2,riacho fundo,7.0
1600,Apartamento,77,2,aguas claras,20.77922077922078
1400,Casa,90,2,riacho fundo,15.555555555555555
1230,Apartamento,44,2,gama,27.954545454545453
550,Apartamento,45,2,nucleo bandeirante,12.222222222222221
1250,Apartamento,50,2,mangueiral,25.0
700,Apartamento,65,2,taguatinga,10.76923076923077
950,Apartamento,49,2,guara i,19.387755102040817
750,Apartamento,65,2,taguatinga,11.538461538461538
1400,Apartamento,55,2,aguas claras,25.454545454545453
3500,Apartamento,70,2,park sul,50.0
3000,Apartamento,70,2,asa norte,42.857142857142854
780,Apartamento,48,2,santa maria,16.25
1200,Apartamento,57,2,nucleo bandeirante,21.05263157894737
1200,Apartamento,60,2,riacho fundo,20.0
3150,Apartamento,85,2,sudoeste,37.05882352941177
1350,Apartamento,55,2,lucio costa,24.545454545454547
1500,Apartamento,72,2,aguas claras,20.833333333333332
1100,Apartamento,50,2,ceilandia,22.0
700,Apartamento,60,2,samambaia,11.666666666666666
800,Apartamento,50,2,taguatinga,16.0
990,Casa,60,2,taguatinga,16.5
900,Apartamento,60,2,taguatinga,15.0
800,Apartamento,59,2,ceilandia,13.559322033898304
1900,Apartamento,58,2,guara ii,32.758620689655174
2290,Apartamento,75,2,asa norte,30.533333333333335
780,Apartamento,50,2,guara ii,15.6
800,Apartamento,60,2,taguatinga,13.333333333333334
1000,Apartamento,70,2,nucleo bandeirante,14.285714285714286
650,Apartamento,48,2,vicente pires,13.541666666666666
650,Apartamento,48,2,vicente pires,13.541666666666666
650,Apartamento,48,2,vicente pires,13.541666666666666
1200,Casa,50,2,ceilandia,24.0
1800,Apartamento,50,2,asa norte,36.0
700,Apartamento,55,2,nucleo bandeirante,12.727272727272727
1300,Apartamento,55,2,asa norte,23.636363636363637
800,Apartamento,50,2,taguatinga,16.0
5500,Apartamento,167,2,asa norte,32.93413173652694
800,Apartamento,50,2,santa maria,16.0
3200,Apartamento,82,2,asa norte,39.02439024390244
900,Apartamento,60,2,taguatinga,15.0
1900,Apartamento,62,2,cruzeiro,30.64516129032258
1900,Apartamento,70,2,asa norte,27.142857142857142
1226,Casa,144,2,ceilandia,8.51388888888889
1600,Apartamento,90,2,riacho fundo,17.77777777777778
800,Apartamento,45,2,guara ii,17.77777777777778
2500,Casa,110,2,jardim botanico,22.727272727272727
630,Apartamento,50,2,samambaia,12.6
1200,Casa,80,2,taguatinga,15.0
800,Casa,60,2,taguatinga,13.333333333333334
1000,Apartamento,65,2,guara ii,15.384615384615385
850,Apartamento,50,2,areal,17.0
2600,Apartamento,56,2,asa sul,46.42857142857143
900,Apartamento,58,2,samambaia,15.517241379310345
750,Apartamento,48,2,taguatinga,15.625
900,Apartamento,60,2,taguatinga,15.0
650,Apartamento,40,2,riacho fundo,16.25
1800,Apartamento,60,2,sudoeste,30.0
2200,Apartamento,62,2,asa norte,35.483870967741936
1400,Apartamento,49,2,asa sul,28.571428571428573
750,Apartamento,45,2,sobradinho,16.666666666666668
1400,Apartamento,69,2,guara i,20.28985507246377
1000,Apartamento,57,2,taguatinga,17.54385964912281
750,Kitnet,35,2,samambaia,21.428571428571427
1500,Casa,60,2,taguatinga,25.0
690,Apartamento,50,2,samambaia,13.8
600,Apartamento,45,2,ceilandia,13.333333333333334
900,Apartamento,70,2,samambaia,12.857142857142858
1350,Apartamento,48,2,guara i,28.125
700,Apartamento,50,2,samambaia,14.0
550,Apartamento,50,2,samambaia,11.0
1300,Kitnet,30,2,lago norte,43.333333333333336
1650,Apartamento,68,2,aguas claras,24.264705882352942
1600,Apartamento,56,2,sobradinho,28.571428571428573
1200,Apartamento,60,2,aguas claras,20.0
850,Apartamento,59,2,ceilandia,14.40677966101695
900,Apartamento,50,2,ceilandia,18.0
900,Apartamento,55,2,ceilandia,16.363636363636363
2150,Apartamento,82,2,aguas claras,26.21951219512195
800,Apartamento,72,2,taguatinga,11.11111111111111
800,Apartamento,50,2,aguas claras,16.0
900,Apartamento,50,2,vicente pires,18.0
1000,Apartamento,64,2,vicente pires,15.625
2000,Apartamento,55,2,asa sul,36.36363636363637
600,Casa,60,2,taguatinga,10.0
800,Casa,50,2,taguatinga,16.0
2000,Casa,160,2,sobradinho,12.5
800,Apartamento,50,2,taguatinga,16.0
2200,Apartamento,64,2,asa norte,34.375
850,Apartamento,40,2,taguatinga,21.25
700,Apartamento,60,2,taguatinga,11.666666666666666
750,Apartamento,50,2,guara ii,15.0
1100,Apartamento,50,2,taguatinga,22.0
700,Apartamento,40,2,guara ii,17.5
1500,Apartamento,90,2,taguatinga,16.666666666666668
1500,Apartamento,90,2,taguatinga,16.666666666666668
800,Casa,80,2,taguatinga,10.0
900,Apartamento,66,2,ceilandia,13.636363636363637
700,Apartamento,55,2,nucleo bandeirante,12.727272727272727
1000,Apartamento,61,2,aguas claras,16.39344262295082
660,Apartamento,3,2,ceilandia,220.0
1500,Casa,90,2,riacho fundo,16.666666666666668
1500,Casa,60,2,guara ii,25.0
500,Apartamento,49,2,santa maria,10.204081632653061
2600,Apartamento,70,2,octogonal,37.142857142857146
800,Apartamento,75,2,riacho fundo,10.666666666666666
700,Apartamento,52,2,nucleo bandeirante,13.461538461538462
6500,Apartamento,158,2,asa norte,41.139240506329116
950,Apartamento,60,2,sobradinho,15.833333333333334
700,Apartamento,45,2,taguatinga,15.555555555555555
730,Apartamento,50,2,riacho fundo,14.6
1000,Apartamento,75,2,vicente pires,13.333333333333334
850,Apartamento,45,2,taguatinga,18.88888888888889
1700,Apartamento,68,2,aguas claras,25.0
4500,Apartamento,116,3,noroeste,38.793103448275865
4500,Apartamento,107,3,asa sul,42.05607476635514
16000,Apartamento,255,3,noroeste,62.745098039215684
17000,Apartamento,382,3,noroeste,44.50261780104712
3500,Apartamento,11,3,asa norte,318.1818181818182
3250,Apartamento,89,3,asa norte,36.51685393258427
16000,Apartamento,255,3,noroeste,62.745098039215684
3500,Apartamento,160,3,aguas claras,21.875
3400,Apartamento,106,3,octogonal,32.075471698113205
3150,Apartamento,100,3,asa norte,31.5
1200,Apartamento,73,3,taguatinga,16.438356164383563
3500,Casa,320,3,jardim botanico,10.9375
6000,Apartamento,114,3,noroeste,52.63157894736842
3000,Casa,150,3,guara ii,20.0
3000,Apartamento,130,3,asa norte,23.076923076923077
1350,Apartamento,76,3,areal,17.763157894736842
6800,Apartamento,194,3,asa sul,35.05154639175258
1890,Apartamento,72,3,aguas claras,26.25
2600,Apartamento,100,3,aguas claras,26.0
1600,Apartamento,69,3,gama,23.18840579710145
2500,Casa,80,3,mangueiral,31.25
3500,Casa,120,3,cruzeiro,29.166666666666668
3300,Casa,150,3,gama,22.0
8800,Casa,220,3,guara i,40.0
5500,Apartamento,170,3,asa sul,32.35294117647059
13000,Apartamento,190,3,asa sul,68.42105263157895
5000,Apartamento,105,3,asa norte,47.61904761904762
2300,Apartamento,82,3,asa norte,28.048780487804876
1800,Casa,90,3,taguatinga,20.0
4000,Apartamento,110,3,asa sul,36.36363636363637
3600,Apartamento,161,3,aguas claras,22.36024844720497
4290,Apartamento,136,3,asa sul,31.544117647058822
900,Apartamento,65,3,samambaia,13.846153846153847
2150,Apartamento,87,3,aguas claras,24.71264367816092
1500,Apartamento,80,3,cruzeiro,18.75
1450,Apartamento,72,3,aguas claras,20.13888888888889
2300,Apartamento,120,3,aguas claras,19.166666666666668
2800,Apartamento,85,3,asa sul,32.94117647058823
2950,Apartamento,146,3,aguas claras,20.205479452054796
2100,Apartamento,82,3,aguas claras,25.609756097560975
5500,Apartamento,200,3,asa sul,27.5
4500,Apartamento,144,3,asa sul,31.25
1700,Casa,150,3,taguatinga,11.333333333333334
10500,Apartamento,224,3,sudoeste,46.875
2500,Casa,67,3,mangueiral,37.3134328358209
2500,Apartamento,63,3,aguas claras,39.682539682539684
10000,Casa,450,3,lago sul,22.22222222222222
1200,Apartamento,51,3,samambaia,23.529411764705884
2200,Apartamento,78,3,aguas claras,28.205128205128204
2100,Apartamento,97,3,guara i,21.649484536082475
3000,Apartamento,94,3,asa norte,31.914893617021278
4800,Apartamento,98,3,sudoeste,48.97959183673469
3800,Apartamento,138,3,sudoeste,27.536231884057973
2750,Casa,100,3,cruzeiro,27.5
2200,Apartamento,123,3,asa sul,17.88617886178862
2600,Apartamento,90,3,sudoeste,28.88888888888889
1100,Casa,110,3,ceilandia,10.0
2300,Casa,100,3,candangolandia,23.0
1600,Casa,150,3,taguatinga,10.666666666666666
5600,Apartamento,169,3,asa sul,33.13609467455621
3500,Apartamento,160,3,aguas claras,21.875
1800,Apartamento,62,3,cruzeiro,29.032258064516128
2900,Apartamento,75,3,asa sul,38.666666666666664
9000,Apartamento,246,3,asa sul,36.58536585365854
1700,Casa,100,3,mangueiral,17.0
25000,Loja,900,3,jardim botanico,27.77777777777778
2700,Casa,67,3,mangueiral,40.298507462686565
3300,Apartamento,80,3,sudoeste,41.25
2200,Apartamento,77,3,taguatinga,28.571428571428573
650,Apartamento,68,3,taguatinga,9.558823529411764
9000,Apartamento,200,3,sudoeste,45.0
3200,Casa,150,3,jardim botanico,21.333333333333332
1300,Apartamento,63,3,samambaia,20.634920634920636
4200,Apartamento,120,3,sudoeste,35.0
1800,Casa,250,3,ceilandia,7.2
3200,Apartamento,75,3,asa norte,42.666666666666664
850,Apartamento,65,3,taguatinga,13.076923076923077
1300,Casa,100,3,samambaia,13.0
800,Casa,80,3,paranoa,10.0
2200,Apartamento,68,3,cruzeiro,32.35294117647059
2250,Apartamento,81,3,aguas claras,27.77777777777778
5800,Apartamento,157,3,asa sul,36.94267515923567
2300,Apartamento,78,3,asa sul,29.487179487179485
2500,Casa,170,3,lago sul,14.705882352941176
18000,Apartamento,300,3,park sul,60.0
2775,Apartamento,65,3,cruzeiro,42.69230769230769
3700,Apartamento,136,3,asa norte,27.205882352941178
5500,Apartamento,157,3,asa sul,35.031847133757964
1500,Casa,100,3,samambaia,15.0
2300,Casa,90,3,guara i,25.555555555555557
4200,Apartamento,95,3,asa norte,44.21052631578947
6000,Casa,260,3,asa norte,23.076923076923077
1100,Casa,112,3,samambaia,9.821428571428571
2500,Apartamento,77,3,guara ii,32.467532467532465
25000,Casa,700,3,park way,35.714285714285715
3000,Apartamento,94,3,asa norte,31.914893617021278
2700,Casa,1,3,taguatinga,2700.0
5900,Apartamento,166,3,asa sul,35.54216867469879
3400,Apartamento,98,3,aguas claras,34.69387755102041
1700,Casa,95,3,areal,17.894736842105264
3500,Apartamento,94,3,asa norte,37.234042553191486
4000,Apartamento,120,3,sudoeste,33.333333333333336
3400,Casa,120,3,asa sul,28.333333333333332
800,Apartamento,80,3,ceilandia,10.0
1400,Casa,142,3,samambaia,9.859154929577464
1000,Casa,107,3,recanto das emas,9.345794392523365
3200,Apartamento,92,3,asa norte,34.78260869565217
1400,Casa,70,3,taguatinga,20.0
8000,Apartamento,127,3,park sul,62.99212598425197
2000,Casa,150,3,taguatinga,13.333333333333334
1700,Casa,100,3,ceilandia,17.0
2000,Apartamento,68,3,cruzeiro,29.41176470588235
2900,Apartamento,89,3,asa sul,32.58426966292135
1700,Apartamento,75,3,cruzeiro,22.666666666666668
3500,Apartamento,161,3,aguas claras,21.73913043478261
2850,Casa,120,3,jardim botanico,23.75
2700,Apartamento,79,3,asa sul,34.177215189873415
12250,Apartamento,234,3,asa sul,52.35042735042735
2950,Casa,120,3,jardim botanico,24.583333333333332
4000,Apartamento,150,3,asa norte,26.666666666666668
3100,Apartamento,90,3,asa norte,34.44444444444444
5500,Apartamento,122,3,noroeste,45.08196721311475
2300,Apartamento,127,3,aguas claras,18.11023622047244
4300,Casa,400,3,jardim botanico,10.75
2300,Apartamento,85,3,asa norte,27.058823529411764
2500,Casa,110,3,samambaia,22.727272727272727
1800,Apartamento,75,3,sobradinho,24.0
2200,Casa,150,3,sobradinho,14.666666666666666
2500,Apartamento,90,3,asa sul,27.77777777777778
5700,Apartamento,156,3,asa sul,36.53846153846154
950,Apartamento,80,3,areal,11.875
1200,Apartamento,64,3,taguatinga,18.75
3600,Apartamento,110,3,asa sul,32.72727272727273
3200,Apartamento,87,3,guara ii,36.7816091954023
12500,Apartamento,258,3,noroeste,48.44961240310077
3700,Casa,290,3,lago norte,12.758620689655173
1000,Casa,112,3,samambaia,8.928571428571429
1300,Apartamento,60,3,lucio costa,21.666666666666668
4500,Casa,256,3,lago norte,17.578125
1400,Apartamento,78,3,lucio costa,17.94871794871795
2700,Apartamento,130,3,aguas claras,20.76923076923077
3300,Apartamento,134,3,asa sul,24.62686567164179
6000,Apartamento,160,3,asa sul,37.5
2700,Casa,170,3,lago norte,15.882352941176471
4500,Casa,110,3,asa sul,40.90909090909091
2500,Casa,80,3,guara i,31.25
2500,Apartamento,75,3,gama,33.333333333333336
2000,Casa,120,3,nucleo bandeirante,16.666666666666668
10000,Apartamento,160,3,asa sul,62.5
4000,Apartamento,100,3,noroeste,40.0
1700,Apartamento,67,3,cruzeiro,25.37313432835821
3600,Apartamento,140,3,asa sul,25.714285714285715
3200,Apartamento,92,3,sudoeste,34.78260869565217
4200,Casa,300,3,jardim botanico,14.0
2500,Casa,80,3,taguatinga,31.25
4000,Apartamento,120,3,asa sul,33.333333333333336
6000,Apartamento,127,3,noroeste,47.24409448818898
3000,Casa,170,3,guara i,17.647058823529413
3000,Apartamento,100,3,asa norte,30.0
2300,Apartamento,110,3,asa sul,20.90909090909091
4200,Casa,130,3,asa sul,32.30769230769231
4500,Apartamento,155,3,asa sul,29.032258064516128
1990,Apartamento,89,3,guara ii,22.359550561797754
2900,Apartamento,84,3,aguas claras,34.523809523809526
4000,Casa,248,3,taguatinga,16.129032258064516
5100,Apartamento,96,3,asa norte,53.125
5000,Apartamento,81,3,asa sul,61.72839506172839
5400,Apartamento,120,3,park sul,45.0
1800,Apartamento,72,3,cruzeiro,25.0
1600,Apartamento,62,3,guara ii,25.806451612903224
2400,Apartamento,90,3,asa sul,26.666666666666668
2500,Apartamento,1,3,cruzeiro,2500.0
2000,Casa,190,3,riacho fundo,10.526315789473685
4500,Apartamento,170,3,asa sul,26.470588235294116
1500,Casa,154,3,ceilandia,9.74025974025974
2500,Apartamento,78,3,asa sul,32.05128205128205
1300,Casa,120,3,samambaia,10.833333333333334
4800,Casa,250,3,lago norte,19.2
2000,Casa,80,3,gama,25.0
4000,Apartamento,120,3,asa sul,33.333333333333336
2300,Casa,120,3,candangolandia,19.166666666666668
1900,Casa,120,3,guara ii,15.833333333333334
3200,Apartamento,85,3,asa sul,37.64705882352941
2500,Apartamento,80,3,aguas claras,31.25
3700,Apartamento,92,3,sudoeste,40.21739130434783
5100,Apartamento,96,3,asa norte,53.125
1100,Casa,75,3,taguatinga,14.666666666666666
3400,Apartamento,70,3,sudoeste,48.57142857142857
5800,Apartamento,90,3,sudoeste,64.44444444444444
4200,Casa,201,3,sobradinho,20.895522388059703
4000,Apartamento,120,3,sudoeste,33.333333333333336
4000,Apartamento,123,3,asa norte,32.520325203252035
4000,Apartamento,120,3,sudoeste,33.333333333333336
4200,Casa,120,3,cruzeiro,35.0
3500,Apartamento,80,3,asa norte,43.75
2700,Apartamento,80,3,asa norte,33.75
4300,Apartamento,128,3,asa norte,33.59375
3200,Apartamento,120,3,asa sul,26.666666666666668
25000,Apartamento,200,3,noroeste,125.0
850,Apartamento,60,3,ceilandia,14.166666666666666
3200,Apartamento,90,3,asa norte,35.55555555555556
4200,Apartamento,107,3,asa norte,39.25233644859813
6000,Apartamento,202,3,asa sul,29.702970297029704
3300,Rural,2,3,paranoa,1650.0
1500,Apartamento,57,3,lucio costa,26.31578947368421
1200,Apartamento,1,3,taguatinga,1200.0
7000,Apartamento,99,3,sudoeste,70.70707070707071
1300,Casa,62,3,taguatinga,20.967741935483872
2700,Apartamento,90,3,vicente pires,30.0
3480,Apartamento,95,3,asa norte,36.63157894736842
1000,Apartamento,70,3,samambaia,14.285714285714286
2100,Apartamento,72,3,aguas claras,29.166666666666668
1700,Apartamento,90,3,taguatinga,18.88888888888889
1450,Apartamento,63,3,cruzeiro,23.015873015873016
1900,Predio,390,3,areal,4.871794871794871
3200,Apartamento,87,3,guara ii,36.7816091954023
1500,Casa,120,3,riacho fundo,12.5
4200,Apartamento,104,3,octogonal,40.38461538461539
3800,Casa,300,3,sobradinho,12.666666666666666
3300,Apartamento,100,3,guara ii,33.0
4900,Apartamento,110,3,asa norte,44.54545454545455
7200,Apartamento,160,3,asa sul,45.0
900,Casa,80,3,riacho fundo,11.25
1400,Casa,123,3,ceilandia,11.382113821138212
4000,Apartamento,120,3,asa norte,33.333333333333336
2600,Apartamento,88,3,asa sul,29.545454545454547
1400,Apartamento,80,3,cruzeiro,17.5
3300,Apartamento,90,3,sudoeste,36.666666666666664
3300,Casa,230,3,samambaia,14.347826086956522
3700,Apartamento,95,3,sudoeste,38.94736842105263
2300,Apartamento,90,3,aguas claras,25.555555555555557
4800,Apartamento,106,3,noroeste,45.283018867924525
3200,Casa,100,3,guara ii,32.0
1290,Apartamento,70,3,areal,18.428571428571427
2300,Casa,67,3,mangueiral,34.32835820895522
3000,Apartamento,102,3,aguas claras,29.41176470588235
2950,Casa,120,3,jardim botanico,24.583333333333332
3900,Casa,120,3,guara ii,32.5
1000,Casa,75,3,ceilandia,13.333333333333334
4500,Apartamento,100,3,asa norte,45.0
1350,Casa,90,3,ceilandia,15.0
2500,Apartamento,100,3,aguas claras,25.0
1100,Casa,110,3,ceilandia,10.0
1400,Apartamento,60,3,guara i,23.333333333333332
2500,Apartamento,140,3,aguas claras,17.857142857142858
2300,Apartamento,100,3,asa sul,23.0
2900,Casa,253,3,jardim botanico,11.462450592885375
3400,Apartamento,95,3,asa norte,35.78947368421053
4000,Casa,280,3,taguatinga,14.285714285714286
16000,Apartamento,255,3,noroeste,62.745098039215684
5000,Apartamento,81,3,asa sul,61.72839506172839
4800,Apartamento,199,3,asa sul,24.12060301507538
2300,Apartamento,80,3,asa sul,28.75
1900,Apartamento,70,3,aguas claras,27.142857142857142
4800,Apartamento,122,3,asa norte,39.34426229508197
3500,Apartamento,127,3,asa norte,27.559055118110237
2500,Apartamento,1,3,taguatinga,2500.0
3300,Apartamento,154,3,asa sul,21.428571428571427
2700,Apartamento,80,3,asa norte,33.75
4843,Apartamento,96,3,park sul,50.447916666666664
2500,Casa,200,3,guara i,12.5
4600,Apartamento,134,3,asa norte,34.32835820895522
7300,Apartamento,160,3,asa sul,45.625
4000,Apartamento,120,3,sudoeste,33.333333333333336
3600,Apartamento,104,3,aguas claras,34.61538461538461
2450,Apartamento,97,3,guara ii,25.257731958762886
22000,Casa,600,3,lago sul,36.666666666666664
1600,Apartamento,72,3,aguas claras,22.22222222222222
1000,Apartamento,80,3,ceilandia,12.5
5100,Apartamento,96,3,asa norte,53.125
2100,Casa,67,3,mangueiral,31.34328358208955
2500,Casa,120,3,guara ii,20.833333333333332
4000,Apartamento,120,3,asa norte,33.333333333333336
3100,Rural,0,3,recanto das emas,inf
900,Apartamento,53,3,nucleo bandeirante,16.9811320754717
1500,Casa,100,3,taguatinga,15.0
1400,Apartamento,59,3,guara i,23.728813559322035
5000,Apartamento,110,3,asa sul,45.45454545454545
3700,Casa,196,3,asa sul,18.877551020408163
2000,Apartamento,80,3,cruzeiro,25.0
1200,Casa,100,3,ceilandia,12.0
5800,Apartamento,156,3,asa sul,37.17948717948718
1200,Casa,120,3,ceilandia,10.0
1800,Casa,125,3,nucleo bandeirante,14.4
1050,Casa,75,3,areal,14.0
1200,Apartamento,70,3,taguatinga,17.142857142857142
1100,Casa,90,3,ceilandia,12.222222222222221
5500,Apartamento,91,3,noroeste,60.43956043956044
2700,Apartamento,110,3,aguas claras,24.545454545454547
5550,Apartamento,110,3,noroeste,50.45454545454545
3800,Apartamento,112,3,asa sul,33.92857142857143
850,Casa,60,3,riacho fundo,14.166666666666666
2600,Casa,160,3,guara i,16.25
960,Apartamento,58,3,santa maria,16.551724137931036
3500,Apartamento,160,3,aguas claras,21.875
1850,Apartamento,69,3,cruzeiro,26.81159420289855
1500,Apartamento,100,3,riacho fundo,15.0
900,Casa,1,3,samambaia,900.0
7800,Apartamento,117,3,park sul,66.66666666666667
7000,Apartamento,100,3,asa norte,70.0
1800,Casa,275,3,gama,6.545454545454546
3100,Apartamento,144,3,asa norte,21.52777777777778
3800,Apartamento,97,3,asa sul,39.175257731958766
3500,Apartamento,161,3,aguas claras,21.73913043478261
1300,Casa,60,3,taguatinga,21.666666666666668
3400,Apartamento,85,3,asa norte,40.0
1650,Apartamento,62,3,taguatinga,26.612903225806452
2500,Apartamento,115,3,aguas claras,21.73913043478261
2800,Apartamento,89,3,asa sul,31.46067415730337
4700,Apartamento,135,3,asa norte,34.81481481481482
5500,Apartamento,91,3,noroeste,60.43956043956044
5100,Apartamento,96,3,asa norte,53.125
1550,Apartamento,65,3,guara i,23.846153846153847
2300,Casa,120,3,guara i,19.166666666666668
5500,Apartamento,116,3,park sul,47.41379310344828
5800,Apartamento,158,3,asa sul,36.70886075949367
4300,Casa,300,3,sobradinho,14.333333333333334
900,Casa,100,3,riacho fundo,9.0
1600,Casa,90,3,candangolandia,17.77777777777778
4000,Apartamento,118,3,asa norte,33.898305084745765
4500,Apartamento,130,3,asa norte,34.61538461538461
1250,Apartamento,65,3,samambaia,19.23076923076923
2500,Apartamento,85,3,asa sul,29.41176470588235
3500,Apartamento,85,3,lago norte,41.1764705882353
3100,Apartamento,81,3,sudoeste,38.27160493827161
1600,Casa,1,3,taguatinga,1600.0
3000,Casa,120,3,guara ii,25.0
2200,Apartamento,78,3,guara ii,28.205128205128204
3400,Apartamento,120,3,asa sul,28.333333333333332
2000,Apartamento,84,3,riacho fundo,23.80952380952381
2700,Apartamento,78,3,octogonal,34.61538461538461
4900,Apartamento,110,3,noroeste,44.54545454545455
1600,Casa,100,3,guara ii,16.0
3400,Apartamento,103,3,asa sul,33.00970873786408
3100,Apartamento,107,3,aguas claras,28.97196261682243
6100,Apartamento,127,3,asa norte,48.031496062992126
2600,Casa,230,3,sobradinho,11.304347826086957
1500,Casa,100,3,taguatinga,15.0
3350,Apartamento,80,3,asa norte,41.875
5000,Apartamento,110,3,asa norte,45.45454545454545
4000,Apartamento,120,3,asa norte,33.333333333333336
1400,Apartamento,72,3,gama,19.444444444444443
2200,Apartamento,62,3,cruzeiro,35.483870967741936
2200,Apartamento,65,3,cruzeiro,33.84615384615385
3500,Apartamento,95,3,sudoeste,36.8421052631579
2600,Apartamento,80,3,asa sul,32.5
5100,Apartamento,95,3,asa norte,53.68421052631579
7800,Apartamento,200,3,asa norte,39.0
3300,Apartamento,95,3,asa norte,34.73684210526316
1600,Apartamento,77,3,guara ii,20.77922077922078
1500,Apartamento,68,3,sobradinho,22.058823529411764
2800,Apartamento,130,3,asa norte,21.53846153846154
1000,Apartamento,60,3,ceilandia,16.666666666666668
1600,Casa,80,3,samambaia,20.0
2000,Apartamento,72,3,aguas claras,27.77777777777778
2700,Casa,210,3,taguatinga,12.857142857142858
2200,Apartamento,92,3,gama,23.91304347826087
1100,Casa,60,3,samambaia,18.333333333333332
1200,Casa,70,3,samambaia,17.142857142857142
1600,Apartamento,64,3,aguas claras,25.0
1800,Casa,110,3,ceilandia,16.363636363636363
3000,Apartamento,140,3,aguas claras,21.428571428571427
1650,Casa,80,3,guara ii,20.625
3000,Apartamento,100,3,asa norte,30.0
2200,Apartamento,98,3,aguas claras,22.448979591836736
2000,Apartamento,80,3,taguatinga,25.0
3500,Rural,0,3,sobradinho,inf
3100,Apartamento,85,3,sudoeste,36.470588235294116
1100,Apartamento,80,3,taguatinga,13.75
5000,Apartamento,156,3,asa sul,32.05128205128205
3000,Casa,800,3,gama,3.75
2300,Casa,120,3,ceilandia,19.166666666666668
2600,Apartamento,105,3,aguas claras,24.761904761904763
1900,Casa,70,3,guara i,27.142857142857142
3500,Apartamento,162,3,aguas claras,21.604938271604937
1400,Casa,110,3,taguatinga,12.727272727272727
800,Apartamento,50,3,taguatinga,16.0
3000,Casa,150,3,taguatinga,20.0
3800,Casa,210,3,asa sul,18.095238095238095
3580,Apartamento,120,3,asa norte,29.833333333333332
300,Casa,150,3,riacho fundo,2.0
1600,Apartamento,70,3,cruzeiro,22.857142857142858
1600,Apartamento,73,3,gama,21.91780821917808
1300,Casa,70,3,ceilandia,18.571428571428573
1850,Apartamento,68,3,cruzeiro,27.205882352941178
1200,Casa,80,3,taguatinga,15.0
3500,Apartamento,105,3,octogonal,33.333333333333336
950,Casa,80,3,santa maria,11.875
1100,Apartamento,65,3,taguatinga,16.923076923076923
1300,Casa,90,3,samambaia,14.444444444444445
6600,Casa,600,3,asa norte,11.0
850,Apartamento,57,3,taguatinga,14.912280701754385
1200,Casa,65,3,taguatinga,18.46153846153846
3990,Casa,100,3,asa sul,39.9
170000,Casa,150,3,samambaia,1133.3333333333333
895,Casa,1,3,ceilandia,895.0
895,Casa,1,3,ceilandia,895.0
1200,Apartamento,65,3,samambaia,18.46153846153846
6000,Casa,450,4,jardim botanico,13.333333333333334
5000,Casa,579,4,lago sul,8.635578583765112
5700,Apartamento,148,4,sudoeste,38.513513513513516
60000,Casa,1538,10,lago sul,39.01170351105332
15000,Casa,1200,5,lago sul,12.5
5500,Apartamento,170,4,aguas claras,32.35294117647059
8700,Casa,488,4,lago sul,17.827868852459016
60000,Casa,1538,10,lago sul,39.01170351105332
15000,Casa,576,5,lago sul,26.041666666666668
19990,Casa,785,4,lago sul,25.46496815286624
30000,Casa,1200,8,lago sul,25.0
6000,Casa,531,4,jardim botanico,11.299435028248588
4500,Apartamento,188,4,aguas claras,23.93617021276596
5700,Apartamento,144,4,sudoeste,39.583333333333336
17000,Apartamento,382,4,noroeste,44.50261780104712
3700,Casa,300,4,guara ii,12.333333333333334
20000,Casa,1013,5,lago sul,19.743336623889437
8000,Casa,300,4,jardim botanico,26.666666666666668
6900,Casa,407,5,jardim botanico,16.953316953316953
16000,Casa,480,4,lago sul,33.333333333333336
15000,Casa,1000,5,lago sul,15.0
10000,Apartamento,200,4,sudoeste,50.0
12500,Casa,520,5,lago sul,24.03846153846154
14000,Apartamento,303,4,sudoeste,46.20462046204621
45000,Casa,2000,7,park way,22.5
5700,Casa,400,4,jardim botanico,14.25
7000,Casa,800,5,lago sul,8.75
10900,Apartamento,328,5,octogonal,33.23170731707317
7500,Casa,807,9,park way,9.293680297397769
35000,Casa,1376,4,lago sul,25.436046511627907
2100,Casa,130,4,guara i,16.153846153846153
6300,Apartamento,128,4,asa norte,49.21875
95000,Casa,1780,5,lago sul,53.37078651685393
3500,Casa,240,4,jardim botanico,14.583333333333334
7000,Casa,423,4,lago norte,16.548463356973997
19999,Casa,700,6,lago sul,28.57
24000,Casa,1000,6,lago sul,24.0
5200,Casa,402,4,lago norte,12.935323383084578
3000,Apartamento,106,4,aguas claras,28.30188679245283
11500,Casa,1110,4,lago sul,10.36036036036036
13000,Casa,1200,4,lago sul,10.833333333333334
19500,Apartamento,220,4,asa sul,88.63636363636364
5000,Casa,500,4,samambaia,10.0
10000,Casa,600,6,lago sul,16.666666666666668
